ensmbl_id,c57_6j_bsl_0days_avg,c57_6j_flt_25days_avg,c57_6j_flt_75days_avg,c57_6j_gc_25days_avg,c57_6j_gc_75days_avg,c57_6j_viv_25days_avg,c57_6j_viv_75days_avg
ENSMUSG00000000631,6387.338323501155,5799.38298884756,6758.078487177379,6611.609751711972,6372.285420233313,5501.71918596688,5781.53845644254
ENSMUSG00000000632,5.270487967339793,4.202454978379745,3.5047686746649473,2.524295325857968,7.0278585571481935,1.7383624192963218,3.4315228873781174
ENSMUSG00000000673,3846.7830402822065,3309.8204344878045,3041.401685259082,4239.559363608738,3039.4974110917938,3001.285561604542,3031.0512825239657
ENSMUSG00000000682,313.20824828003725,324.71836406331784,485.6988609295552,338.2736819731116,384.5415110557502,394.1632698838716,427.7043510627158
ENSMUSG00000000686,138.49942471217037,152.05435821925198,170.85315607953123,155.258524199032,156.7844939872926,158.62765822537264,149.4386267627297
ENSMUSG00000000690,690.4621107290465,574.0832236223932,586.4223016525187,746.6118813246976,568.5633152599738,588.3412108969133,657.9672646158274
ENSMUSG00000000693,126.51934355743396,151.48502873397484,212.86007587956584,162.81317945196298,132.9885553002438,196.40727451203384,196.52489282040202
ENSMUSG00000000706,2.56476723426511,2.9750126471366283,2.165311187011335,2.21339872968442,3.1981355084268728,1.4040056665188423,1.617111201657054
ENSMUSG00000000708,5381.913077291533,6784.83754816298,5636.571635434206,5295.953866774527,5602.275813833217,5459.444237365792,6182.99812519754
ENSMUSG00000000711,7462.327013077909,6764.163340444294,6607.051303168858,6880.608465221578,7233.36343009532,6542.127500987628,6768.043665611061
ENSMUSG00000000730,8.537222215711589,13.598637624557503,6.010995345725874,5.955230093041532,1.9816072648324865,7.908830723443808,5.933576153056863
ENSMUSG00000000731,3.2980363493596903,0.9409289117945073,2.4678724803999708,2.5615762850149744,2.8908755173857146,2.6413593023943447,6.440068231700027
ENSMUSG00000000732,3036.650618825854,1239.1423370491982,1507.064666618752,1486.6378374191142,1678.798957455485,1766.3463737035486,1551.243774606985
ENSMUSG00000000738,2752.421605993999,2432.86088759152,2694.258502933722,2960.815648473026,2482.47072544461,2405.7516502572844,2489.932725884362
ENSMUSG00000000739,58.39011555991309,45.007322229832326,63.31313763768041,60.090667762055034,44.7036484047999,62.61551738723163,49.91958388963014
ENSMUSG00000000740,12065.354240754483,9411.859775153904,8284.494354581633,11177.740898340719,8878.423644797165,9178.855660324847,8464.54954899842
ENSMUSG00000000743,3106.956839617251,2537.3005173734978,2473.3371044163405,3141.306908908915,2275.8886893632452,2507.4545956867,2426.7313222542602
ENSMUSG00000000751,2363.849455388894,2352.223001914328,2337.560039071424,2613.232117633864,2273.4409134254147,2489.677485957428,2534.065535255234
ENSMUSG00000000753,132.62470957034674,124.36803766110229,138.59019922708868,95.92093968111979,73.2464211517588,154.7484517009311,107.46117798847612
ENSMUSG00000000759,920.9228110942533,918.4062546749386,844.6025352140836,924.9989772687292,843.1218864453767,913.28746270536,888.5364908116744
ENSMUSG00000000766,,1.58760501884135,,1.66869354632828,0.871612922743467,,1.04745156416611
ENSMUSG00000000776,513.1754865762812,403.11948157605,427.2070298835318,431.392572227064,436.138751934183,427.0605295791238,402.7854599190306
ENSMUSG00000000782,43.47340789436636,47.50101281489714,59.80244066133412,54.75540735086686,43.451943129786926,59.05806934184034,51.616942301247036
ENSMUSG00000000787,24068.900220450345,25534.35068949506,27032.72959294042,25247.89780437288,25937.1877988597,25559.86515439772,30565.46125613792
ENSMUSG00000000791,9.352293386318065,6.148690668264568,9.047196575225765,6.464407147448097,4.166695923700306,10.40560218435989,12.208316332885223
ENSMUSG00000000792,8.317733570508503,8.95250964235388,3.897713484850494,7.531442627543894,3.64634697776564,6.081261786083404,6.405980466999425
ENSMUSG00000000794,194.20881029051677,187.4069811319004,216.64520445192161,197.18585446982178,174.4309340482895,198.5679784574706,174.1401639195066
ENSMUSG00000000804,6839.955856184245,7738.890704898778,7824.726846887346,6161.459149042038,7634.244478644672,6715.904250971396,7443.054463398036
ENSMUSG00000000805,3033.2894075822237,2553.861064982596,1761.1724615989558,2183.1833262605,2198.21316655518,1905.986361177822,1984.812339491562
ENSMUSG00000000811,900.417362389343,1106.589603109764,1117.2288303400742,1165.2264676732298,1052.156613238385,1052.8998516452136,935.0496161035902
ENSMUSG00000000817,14.67908044547285,7.979946818427368,14.888887237723898,9.095115313709055,12.79919366657101,8.593827791610678,10.995662316012837
ENSMUSG00000000823,1151.5851107307726,1124.4247873175223,1174.0584792429179,1334.4076171354704,1082.1958576029797,1253.4916114831074,1106.1641575979643
ENSMUSG00000000826,4939.664502896288,4356.597695066435,5070.471201469563,4892.0123396811305,4546.936380477182,4733.930747003288,4801.09382424492
ENSMUSG00000000827,2775.3113916024213,2432.7610786900723,2310.7986423390203,2547.3762884536923,2154.4992572595224,2475.634587799244,2254.820456233666
ENSMUSG00000000838,3768.6944881862055,4055.5077041997697,4035.0909627383962,3780.633323823452,4223.424504828918,3732.470788970262,5078.037779095727
ENSMUSG00000000861,15.094082338521796,19.1641326682568,28.93467348963558,18.526083664129903,26.650276505704625,19.60180817621199,15.84538133044407
ENSMUSG00000000869,1.8322143645674902,1.8434188860926284,1.912531660142065,0.997909222045207,1.965627125687507,1.73457997706381,1.62242530139507
ENSMUSG00000000876,3881.028209331589,3033.950117238236,3619.6155788691117,3631.4291782624423,3530.7470476230324,3451.7441070415616,3320.713414096828
ENSMUSG00000000881,1315.9782414764777,1335.4079390548782,1360.26919581263,1365.437846385476,1390.0376494528925,1315.924087659684,1318.617089895066
ENSMUSG00000000884,155.25839025548717,119.53673795771779,112.14358993649346,142.48123673993905,113.77641605147427,122.74666673213248,114.02913214378547
ENSMUSG00000000889,1.11844073529726,117.5939843503448,38.256497277430384,0.5305364720113025,1.52630083329827,7.293622366311209,0.473092678730084
ENSMUSG00000000901,210.52054816269288,276.7470572147006,269.6570746976744,273.12802786021723,221.34756587783409,271.4814607185882,364.1606061885354
ENSMUSG00000000902,1092.586908760401,995.4605199492293,1036.674237632458,1103.3679630394267,881.3367608948972,1049.9749453433642,1061.4079081085988
ENSMUSG00000000903,3.121876078346164,4.077708660859171,3.4785040674750523,2.9765548979090433,2.9819119925802724,3.9298883346073183,5.8367089619940264
ENSMUSG00000000915,2127.1533202293763,1768.516281894053,2129.272933163864,2373.271515867399,1781.4427032386388,1933.247281152664,1828.7423312499438
ENSMUSG00000000916,270.0967638515675,261.86966131383116,229.94361342429525,301.4904731624841,205.42999499413958,226.51094173269544,209.12028080385568
ENSMUSG00000000934,696.0701766958821,634.2586173880339,602.0516408894657,676.4048480286772,617.5919411182017,621.7784040665504,534.215505667192
ENSMUSG00000000938,1639.1437206320334,1547.350396495704,1520.242199670198,1620.805435217154,1513.8688583130574,1548.146684647434,1604.12848846575
ENSMUSG00000000942,59.06692327259743,56.74336083845018,50.16850031629342,59.234286727809604,53.80865594834643,47.371594545017764,64.82593544860826
ENSMUSG00000000948,71.08414396555189,88.39622727755007,90.1039541349817,60.7313861924952,98.22598371755399,54.57557887898848,116.43871531979639
ENSMUSG00000000957,340.3757660365631,400.11992711129477,680.695130290393,419.0454017842758,419.7499597578387,535.0917201721406,515.6554020407563
ENSMUSG00000000958,7311.695954747702,6281.8684907009465,6417.0291743890575,5632.771479086417,4822.457154889593,5411.2852790214765,4383.291354650331
ENSMUSG00000000959,2262.2194114818444,2021.2125402113488,2045.083482965752,2274.4746895337566,1882.7747334730475,1990.5154941638218,1776.0033652600164
ENSMUSG00000000976,733.0132437001404,683.0332173692752,762.7389552791981,784.2437685302345,622.4140236733828,742.9304582653219,709.1599216482102
ENSMUSG00000000982,4.800622383746126,6.440208880980154,3.9171836304512055,7.033178622829022,7.480866344500187,11.121674821866549,7.985451016403043
ENSMUSG00000000983,2.30006890653015,2.29660701087001,1.80425695416836,1.7903026538315432,2.32988573036791,1.86600886077074,1.66771232864218
ENSMUSG00000001014,13.150267623311597,10.192842123723013,8.833172303194326,10.959525667923753,6.880603310172267,7.272636328114918,9.394577284740516
ENSMUSG00000001016,1967.80553725907,1947.407726667716,1849.673284212282,1852.0502541328642,1942.5641425658023,2072.0927757361396,1987.6714349994538
ENSMUSG00000001017,3196.9819025284332,3023.329686720912,2936.847203606674,3065.98055749492,3133.16253725277,3161.7628557061203,3342.4165375635957
ENSMUSG00000001018,1070.9313762411468,1187.5748889012218,1096.998545382915,997.3877601079848,1179.73405968605,1090.608407265378,1143.447722687372
ENSMUSG00000001020,148.08858038508401,147.0166706911341,159.2335288486578,125.2803837819312,132.82525516340925,135.36129762556587,121.26610723896677
ENSMUSG00000001021,2.584289085633454,2.315140238546922,4.983873469425015,4.67123167326093,8.189837373939596,3.3519486289996916,6.048249597746256
ENSMUSG00000001023,1.6455253314008644,1.4146879390089895,0.762772384875889,2.765244287599456,,0.9788963949659371,
ENSMUSG00000001025,1382.8642564214786,1370.7175616277557,1056.1048000222486,1250.0338431227142,1053.9255111585308,1538.1944708472693,948.3754421262298
ENSMUSG00000001027,7.347158343315822,9.232061579727135,11.709556277890558,7.5330663089174195,6.798507945017413,11.39648074828229,8.981018828898945
ENSMUSG00000001029,303.92970360976807,257.2542658268878,304.904784145025,296.856288135848,253.9421692117105,264.3272258250588,270.8804541558741
ENSMUSG00000001034,191.89925057769412,203.16686119171558,215.13705761502837,213.53718973084534,172.33399023702302,230.41971212096365,170.7870277475134
ENSMUSG00000001036,1667.629780152388,1562.3011245321534,1629.609489350556,1722.581444874888,1467.3234862684276,1674.580290870244,1579.0729516522201
ENSMUSG00000001039,526.996670695714,363.415158799329,372.188385062047,438.52115742517634,407.67076182254925,393.3075062725512,357.88404004822564
ENSMUSG00000001052,1776.1233710495878,1897.7379939957877,2340.4644505136557,1835.6845567838955,1673.6036836048725,1715.491096606746,1666.275307502364
ENSMUSG00000001053,504.6930109989669,400.4689740400919,405.78941313903954,476.1508331855449,380.22086742155784,398.95404900946016,410.22355393654453
ENSMUSG00000001054,854.6599748361873,728.9327912009085,814.2621170229918,815.6804915323122,726.1105965582047,770.8072949194072,829.5873773204487
