ensmbl_id,c3h_hej_bsl_0days_avg,c3h_hej_flt_25days_avg,c3h_hej_flt_75days_avg,c3h_hej_gc_25days_avg,c3h_hej_gc_75days_avg,c3h_hej_viv_25days_avg,c3h_hej_viv_75days_avg
ENSMUSG00000000976,804.7027318835873,796.709412916276,806.0061652758094,675.8769707384168,599.2001238516228,773.9957839142512,720.280554047957
ENSMUSG00000000982,1.698166569996406,2.961165298825221,5.270311512926093,2.703834022131089,1.8925602498963903,1.5737769155237809,2.619964580293726
ENSMUSG00000000983,,1.32448846146164,2.8627079243786997,,,,1.13988548233828
ENSMUSG00000001014,9.569390066429415,12.552634304072667,8.785906322024307,10.941450791393901,10.057367438914278,9.238671502502736,7.74124152511731
ENSMUSG00000001016,1930.9730615089866,1881.349662744518,1836.281423823378,1793.195375684468,1841.7742426086238,1942.552578871826,1883.4522780940401
ENSMUSG00000001017,3134.6854171758023,3096.2292327483,2991.4098102136877,3545.067171420816,3506.817251801514,3191.560848043334,3222.178471082858
ENSMUSG00000001018,1058.759625474266,1148.5990921202479,1060.3247831483786,1277.5278942397078,1341.1640909686564,1184.5171196618207,1231.85801496932
ENSMUSG00000001020,164.83253383291313,155.50210321451587,142.3926902436526,146.92751909237285,150.59977002963603,156.9818744318846,160.80190838448274
ENSMUSG00000001021,4.311575640980205,2.578851590810561,3.7642972033803734,3.17123136295417,2.345798321163242,5.60299511859389,2.132324644775007
ENSMUSG00000001023,2.303039090367304,1.03628706797463,0.700846057695062,1.55039574659198,0.980784533900151,2.8402381933554475,
ENSMUSG00000001025,1286.5646642476484,1000.7439684948074,973.3327863813444,1029.0784728095737,995.9123769545955,1077.0431918210484,892.3806359282701
ENSMUSG00000001027,7.499792934697486,8.59692879019289,7.34933769852929,8.566823356282752,4.844144358856294,8.94540421049374,7.769325900647457
ENSMUSG00000001029,315.0062655052186,318.0127420173178,301.9843961331794,272.96499065831,253.5161238090738,284.88441381245605,280.8216389593414
ENSMUSG00000001034,197.96386264785139,261.3320717548108,225.1632383648162,233.6951252450162,165.30088752187672,241.1706884397312,173.65455628506288
ENSMUSG00000001036,1562.1872665729506,1546.292007348306,1630.044769193391,1563.879511943174,1424.9655893180302,1600.125640087826,1556.361290063766
ENSMUSG00000001039,523.8073595077761,390.75910651956076,442.97129721346926,373.6173357326875,356.4206313228358,369.5650901646012,388.25488045944957
ENSMUSG00000001052,2044.8945477314544,2350.093837470664,2330.055108786752,1863.9960000749259,1792.1434174651422,2036.6904263667761,1842.7096527564481
ENSMUSG00000001053,562.7814233877581,554.6804714013311,474.9141899580283,445.4821335493035,375.33221568750264,498.08215296963255,410.086979744767
ENSMUSG00000001054,1112.7793847587143,1082.8797294663077,1040.7297972434876,1048.0874227622178,964.3422293019308,1084.7406592511275,1107.076051851317
ENSMUSG00000001056,985.6488383778366,775.8648064979337,862.0394515422904,772.9296579204986,727.197299180462,796.3581583885224,843.7983279645287
ENSMUSG00000001062,759.1110440021223,685.8886184090792,633.5440451222391,581.8697179547112,593.4809249851148,612.9055486550482,580.4174653495056
ENSMUSG00000001065,547.3742583433663,489.6071275309682,478.804490514626,517.0515189308344,398.08520193268316,502.67081121982017,446.52165702158464
ENSMUSG00000001076,24.57677221326385,25.15039653792101,30.78770125393453,23.55274610390199,11.499607121885447,27.13651217750594,20.845002322839342
ENSMUSG00000001082,236.68679340548513,274.48346806868267,233.81575566257288,275.60119055952725,174.0211348848788,250.09718411958033,222.37259016681105
ENSMUSG00000001089,4590.255328230188,4805.925326147502,4756.042029399267,4891.199092838538,5080.765851354194,5045.18687047622,4909.132186947706
ENSMUSG00000001095,1267.0850461688497,1340.0486501562475,1317.6199441840133,836.0437027832908,705.3123445912006,836.2520183767869,962.765746646455
ENSMUSG00000001098,2384.609538022242,2186.29322997083,2160.58725065129,2284.5518201939763,2084.141525094258,2080.8964016112777,1999.93072220439
ENSMUSG00000001100,4805.519833892947,4142.374927164412,4435.635558637586,3851.6177480824363,3845.0720367370755,3872.467831450928,4227.3160922879415
ENSMUSG00000001105,1109.338379831531,935.3540540623701,1048.1955601744514,948.8149678148026,923.3465234529998,904.8285975058255,939.056382762873
ENSMUSG00000001119,1268.8533516787752,1384.662475931214,1528.6164815743855,1293.1045313639188,846.2010990887584,1721.0825411297901,1303.0733146886764
ENSMUSG00000001120,586.9275031931579,552.3165080835458,562.2871825289222,440.4272468734812,410.72401241888366,529.684534580233,490.418072058936
ENSMUSG00000001123,583.8699518890617,745.2922416178408,690.789880007251,644.7651943347881,603.099004970009,756.9689501775854,705.05374253635
ENSMUSG00000001127,2865.9986318237666,2446.73582201843,2540.878013182662,2642.972803499524,2351.835061561914,2417.3858927437477,2577.522932978412
ENSMUSG00000001128,64.05404516516973,60.81100608706788,64.79882317158074,108.44493799731269,46.87740141342402,82.83649651342404,61.556343042157856
ENSMUSG00000001131,16.66026615748224,20.22928476248246,22.257109944776094,24.244648932908028,13.264400848888997,22.2700681366869,18.513674198366424
ENSMUSG00000001134,766.2139161119828,622.5095407604244,626.3445512093233,633.1138068346936,740.9012255552834,647.9970873381568,708.6157866694728
ENSMUSG00000001138,1117.5554387758775,1314.7100568225787,1084.8995558974525,1137.1083106932929,963.6953643710034,1032.2712339132397,987.2442060720456
ENSMUSG00000001143,1086.6400220115047,1030.7300548313392,1214.082601136979,850.0907223126935,841.8452409903568,943.4867941168355,950.9992487342563
ENSMUSG00000001150,1515.900096440363,1573.506785572438,1572.8128233792,1294.7823426729192,1274.896763689781,1410.61803724677,1503.8818222328416
ENSMUSG00000001151,2303.152270631321,2209.331300410726,2101.1740555260703,1928.441269433776,1734.382819722746,1834.903050899109,1825.074613627994
ENSMUSG00000001155,38.705763042399944,26.395456427853077,42.33659755369797,23.427101684417487,25.455555195070808,24.83034151146942,29.09408199653668
ENSMUSG00000001156,685.4938738347961,640.8369499018715,628.356581223069,612.7850321704171,518.322713669284,585.7740608647312,576.1479299167893
ENSMUSG00000001157,1669.8424077346467,1475.762710638682,1523.136130321958,1884.1552786013422,1898.7579957425921,1566.6184786533581,1703.301116511316
ENSMUSG00000001158,1692.5338161217944,1338.9522264640177,1443.807943888204,1829.355517740624,1920.896904680188,1461.60664943185,1595.302018702268
ENSMUSG00000001166,99.43515376241074,133.21463973855572,130.66449700488818,110.16547351283062,100.80006449964422,133.7172405856316,133.20510117961618
ENSMUSG00000001173,1226.256161289124,1225.2071359839756,1199.40685362312,1305.3112706012964,1488.8321432121325,1244.816038222068,1299.6900376014464
ENSMUSG00000001175,14856.544584429312,17334.96753889388,15986.762627300719,18135.61455982906,20038.62202373068,17646.267386016418,17407.217266463562
ENSMUSG00000001211,15760.245576990623,15542.655441336325,15527.344892348356,14547.017742227148,12187.212157288215,13141.624083849683,14316.828785567506
ENSMUSG00000001225,10.864281939479694,6.015362638690148,3.3905643807730135,8.158949356705218,12.12367049069692,3.583419665649211,4.064807288277464
ENSMUSG00000001227,120.67783704901065,131.5284805568234,102.20545738350282,93.1285476988624,62.5339958927083,111.19179696073562,89.30438154817735
ENSMUSG00000001228,123.89025554813685,235.7721690084934,222.8354809045526,247.6401639541736,128.29780437121,270.3694118097956,180.3232276113015
ENSMUSG00000001229,1309.497678227889,1258.788703408923,1313.673343779757,954.5981431253383,745.2758093721428,1163.424947993937,1043.8757827842144
ENSMUSG00000001240,517.0709621378505,450.4655664504238,391.76332527773184,400.39264385901663,316.7280969057206,483.8706111404084,439.4206048604392
ENSMUSG00000001247,1526.471641373622,1415.1151766716994,1524.1362058128059,1382.5332657392726,1124.4892227397554,1394.2257394157332,1380.39095205907
ENSMUSG00000001248,631.0171914807004,580.7829996505726,630.0523493189523,562.5068515408262,471.4248919374134,686.4197451528258,585.1440711298463
ENSMUSG00000001249,8869.752644230837,7507.085561966601,8050.189152585212,6699.0825202376245,5752.4623149633135,6702.163702192692,7610.220293445326
ENSMUSG00000001260,6.950121748768254,5.541684946108177,8.997648343099286,7.202449982281284,8.681585461276669,6.2677403949185715,12.197193842892869
ENSMUSG00000001270,5855.099744822725,7392.049866255553,5018.679198525993,5831.464069681534,5838.814717246988,6395.419411614213,5604.606280867378
ENSMUSG00000001280,5012.763879594432,5854.058905247612,5891.710057971232,5963.75629247167,6119.34607561804,5693.0092743282,5600.546468787244
ENSMUSG00000001281,63.37209443755359,62.38250296234952,89.00944315657021,81.8953612657108,36.460652955050556,94.6338491472732,69.85392732913769
ENSMUSG00000001285,896.6586670969992,818.5704221468911,743.0232402476428,702.6385281931196,627.5580374003314,737.3809411933562,745.2084405804386
ENSMUSG00000001288,465.40765316471584,500.636374631523,471.03382918381465,397.257583839409,351.6976228793436,518.6546398268808,422.7199994947752
ENSMUSG00000001289,4908.831215084626,3668.66183635802,3790.2514270536144,3175.5327084398878,3612.499335816846,3346.740052277546,3386.722876344758
ENSMUSG00000001300,1139.0038082720284,1147.048109298154,1219.147661605798,1212.6826118612917,1106.5334389299462,1110.308528161238,990.8606489767815
ENSMUSG00000001305,450.14440041462876,428.9604322918584,428.0504360821734,447.609634057029,445.7315413864718,426.6464830225258,411.0450284009536
ENSMUSG00000001313,504.9353993910475,354.3222167637328,351.15834044380557,342.01903015529876,333.64519642793437,321.251415039409,343.4239195551438
ENSMUSG00000001323,5285.263608087011,5075.174363121028,5523.345462869132,5272.417796425087,6561.5647774781055,4874.425980715504,5866.035888493122
ENSMUSG00000001333,26.26539776728437,31.87460139097272,37.4935557995679,28.822932704537997,28.773634522290756,32.7104084768245,29.051591237368278
ENSMUSG00000001334,142.1125104218487,170.0334516089504,156.7414895653377,156.85285760886882,130.53788447770245,157.56063623920252,168.20284987285163
ENSMUSG00000001348,1578.1969225304151,1296.7014337958449,1385.731227487429,1269.3172146896134,1046.8209871536287,1144.33324012825,1317.0521694570632
ENSMUSG00000001349,99.4933111385332,121.54442583350419,110.3954493040713,79.63850502890345,74.83620376057016,109.08571839211854,74.25040469694926
ENSMUSG00000001366,2322.723156703092,2126.442231798318,2149.389709799412,2168.823516056102,2041.98724528097,2011.6087783357739,2213.7787866586996
ENSMUSG00000001376,2332.2816513276034,2168.009029038586,2164.080712433844,2903.9975291652436,2990.236738893634,2493.8580145138258,2560.784454210666
ENSMUSG00000001380,2327.0534367003866,2306.366824397538,2183.631961932098,2052.165585290234,2026.552998885316,2196.977711641934,2305.502171206452
ENSMUSG00000001383,2342.1997669579378,2383.604730903224,2507.6396366587696,2850.1540593939817,2958.8217930918117,2450.4416686367463,2643.031680561066
ENSMUSG00000001403,221.75166606060822,308.0069674442328,258.050072366885,243.49795449453623,270.243634238273,308.8888334683444,332.4999612917348
ENSMUSG00000001415,2141.5421289276665,2139.029978077882,1970.1832405303762,1828.6593796676502,1865.1448000377939,2120.242974948958,1972.54970014135
ENSMUSG00000001416,5406.478222930023,4816.211235206216,4815.82987479621,4476.234558274236,4573.403795944428,4894.712803010099,5083.893748983468
ENSMUSG00000001418,4738.3635256754515,4260.21457216612,4400.403205984218,3492.6491633304586,2977.8291575502976,3799.098337726674,4073.067439723901
ENSMUSG00000001419,1470.6717864135458,1481.737222258574,1410.628672859705,1302.4615917683884,901.801267985899,1325.954991705434,1174.806789762357
ENSMUSG00000001420,225.55415141742859,215.32429972740093,213.11427244179646,246.0805833284775,162.37632178609937,209.78716351697008,177.72993470584103
ENSMUSG00000001424,3362.1642378377783,3529.5170703762583,3582.0398399383294,2837.620806019989,2392.0320433451097,3348.3512942267744,3057.66235193735
ENSMUSG00000001435,6433.636062071786,9916.197988487635,9658.53160728982,7868.232562985965,5628.293604015416,9394.642464460008,8000.7180260372
ENSMUSG00000001436,2460.746247389097,2230.3429808752812,1955.433495575003,1954.9824550020453,1354.1661904117443,1709.9803200981685,1732.1692199204542
ENSMUSG00000001440,7936.90898880969,8984.625009729789,9637.933926540503,8500.661479234037,8734.100951642911,8963.4304539728,8870.664710917976
ENSMUSG00000001441,2943.6545153645357,3335.68810524584,3215.464667632798,2969.316053086968,3449.040299632406,3181.74148916712,3198.97805413963
ENSMUSG00000001444,8.36912865204467,6.5453856599372156,8.099928897154982,8.621343826178151,5.4803548530624,11.157706489160145,10.616659226811503
ENSMUSG00000001445,2687.171529730647,2369.171526234434,2387.7311439278483,2231.419627040768,2174.565961297798,2212.721804351644,2445.005780594434
ENSMUSG00000001467,19254.812316853433,22590.152795561018,28547.61236708418,27339.401350559718,32215.4881897502,24544.9285259404,33296.990551898976
ENSMUSG00000001472,5781.80105905063,6786.170620864303,5399.102527872456,5212.120329014632,6351.853187140472,5556.852851774624,5698.658656243404
ENSMUSG00000001473,458.93352148499645,481.12156728770594,440.7314877298892,452.70254019869134,298.0189139409514,490.8289144110407,382.04052095701394
ENSMUSG00000001482,3270.3772928259687,2717.67713796959,3114.1173011747537,2592.289858448602,2439.841488627686,2683.0885348770344,2930.799455894476
ENSMUSG00000001493,175.742731888524,160.3193575352984,193.1962714027508,152.1549045174848,139.7408955209375,161.1060716543344,160.45744634355486
ENSMUSG00000001494,11.985340455991095,16.80231435841903,16.476990302349797,10.42964811243641,12.713079056016687,8.584594895106921,15.916601607740565
ENSMUSG00000001497,2.2160724845308377,4.167448821276773,2.21746852984554,1.8325131646626063,2.42197957629515,2.2851322366946625,2.224770437137628
ENSMUSG00000001504,648.7684699419365,731.7199649754784,747.7833660513812,983.8686097176121,920.5801042373363,770.165691375094,769.2031175570938
ENSMUSG00000001506,638.5858802845325,830.159436477594,1080.0373711104462,799.2061495419038,447.07166093684737,1088.053967731455,601.1259831781118
ENSMUSG00000001507,2160.260149055375,2721.184388896188,2538.799267604894,2087.623913461398,1496.4183796257757,2512.4069643107446,2110.0271179348288
ENSMUSG00000001508,16.07466460583977,7.130109544074881,13.753254591941252,8.092415857306543,7.081524878513394,12.940469862097208,8.041371642173356
ENSMUSG00000001510,1.69528130792468,0.862100856439151,0.689374248612013,1.3879453536657,,,
ENSMUSG00000001517,84.95109239887893,188.91850024199522,132.63105234529573,107.3155192916358,93.40885553826739,136.0726243189846,87.19434431057286
ENSMUSG00000001518,525.0119454451776,495.7940255132442,439.464721220594,380.1692367198208,363.37088701772257,441.3198300958634,439.80688427309025
ENSMUSG00000001520,143.02449781078334,165.9255606200756,180.53826406521586,149.62356003710747,104.93651057462311,159.41880705658957,135.31743235401294
ENSMUSG00000001521,1402.1736453179503,1310.1113424817368,1360.1607607151636,1135.7287485120646,1018.4512359038147,1255.772517266344,1153.1951532965186
ENSMUSG00000001524,292.52083033276335,249.5230776089726,300.17578111967913,230.88927807054628,182.97988951093222,257.57708543714307,258.62886894678195
ENSMUSG00000001525,3488.766257993948,4097.472570153644,4304.394262111886,3993.7261046391313,2858.700807896848,4312.853449550278,3564.027972887464
ENSMUSG00000001542,2559.845374000502,2290.1218869827,2627.194578310414,2734.87455316255,2842.077259513062,2377.160811611532,2619.728539582808
ENSMUSG00000001552,4114.6913715083465,4550.070421224764,5089.990471719293,3383.2983048854303,2661.8605844830063,4180.033273615836,3879.278120471389
ENSMUSG00000001555,215.9539429416297,253.22278363513402,232.76945503665905,256.53842242062217,154.71858717399158,279.2860150686262,207.23326011875673
ENSMUSG00000001558,6.838910574517514,4.555626808366698,6.784333577424905,7.799710929093267,8.454840821547826,5.872261180676226,5.639737877545768
ENSMUSG00000001569,1291.4289114772632,1272.277311019978,1211.389032049056,1061.9824896783161,1328.910531845998,1289.991926794012,1150.9101848147695
ENSMUSG00000001576,3801.3302715592145,3424.5055710161723,3536.275671767516,3250.272457267074,2789.4219567763257,3309.5360054123876,3426.1685108554075
ENSMUSG00000001583,222.60865700973488,255.61926650348659,252.40845328813265,238.91083827202118,185.47880780614253,257.1996008062807,220.0860992770472
ENSMUSG00000001588,34.62942389813417,26.563401177037445,31.800893693726504,37.17156338083907,29.34668236925636,34.68126565575124,27.629170017638664
ENSMUSG00000001604,1345.9730837894701,1130.773815491545,1210.9413612910296,960.3841284279573,994.4617672008732,908.7876652653467,1067.8512174764935
ENSMUSG00000001622,10.95818628433972,7.211136176615403,9.913465074688455,6.205161109678324,12.886165374992043,5.49102777706262,7.878200839828224
ENSMUSG00000001627,825.4688600865529,690.6839807482331,722.9875520162784,1127.5830441754213,1009.7948746648741,870.2657245816084,887.4181708211014
ENSMUSG00000001630,1406.5872689765865,1316.2292967208718,1381.2785832233508,1450.213137745574,1514.5447373767179,1332.663997552386,1455.0029907132418
ENSMUSG00000001632,953.4600486392748,956.791336550574,915.5433994600005,822.0006841003712,673.3098621355505,925.2737135481597,774.228910865154
ENSMUSG00000001642,7863.2160960498795,5844.955711466926,6261.990739869626,7218.74497064562,5460.075036794382,8983.372236712921,6040.89712083343
ENSMUSG00000001655,2.16753540550432,,0.8402592185099333,0.75088250307778,,0.789110415380369,3.0912145167912
ENSMUSG00000001656,25.850761893129576,25.563924786153642,23.352545088355015,28.056463583283982,25.17356912486622,27.49684729310614,24.98453105288774
ENSMUSG00000001657,123.91717477386396,124.48498859608598,138.3435224124406,142.6419008981522,146.4151167103708,113.12963059198341,152.0207695365872
ENSMUSG00000001661,280.37345250880077,269.6292499019106,316.572602459864,271.2830871038942,265.3656060371908,260.4225739512568,222.96592928665777
ENSMUSG00000001663,3370.025003928099,2573.0586701960683,2727.37408233831,2223.234094365766,2082.9881182490526,2131.4243671957142,2386.300450633998
ENSMUSG00000001665,2827.903246734628,2680.6887072857103,2695.678786663346,2457.326738529612,2562.648091473592,2343.182303053896,2802.803803123838
ENSMUSG00000001666,2684.214300467363,1927.7774587728986,1927.1790906200163,1691.1835473053864,1490.910197183978,1406.1174600139148,1617.5737640771079
ENSMUSG00000001670,3.294999959367183,3.167041560617195,1.5812554467078035,0.467328589122307,2.9414881121460352,2.1583084840723368,0.9446318741240787
ENSMUSG00000001672,820.9985726402912,844.6336393748649,850.9281137321366,760.884051560684,822.1924536833849,801.9502394825183,800.1131933478302
ENSMUSG00000001674,997.5695039104984,1034.1585128160282,1016.6734757818394,982.3217766494414,905.2256421082127,1007.7223340666558,939.6685307569144
ENSMUSG00000001687,6952.532677862889,6421.394781097798,6414.141217566212,6638.84089544368,5945.107355393854,5972.744811312394,6149.596141172342
ENSMUSG00000001700,1120.6134846079499,1143.2597255724647,1159.880957600614,1155.654407676566,1262.6400604934279,1126.4956246579782,1170.613931825858
ENSMUSG00000001707,805.3817626673275,705.2536364193932,648.5856343473258,840.425682005391,791.6784420633451,663.9011836131976,745.8815449315524
ENSMUSG00000001729,3838.2533870630336,3451.713576280432,3606.433804346073,3009.060178371059,2374.6802680585915,3252.6232710779686,3173.2011423544054
ENSMUSG00000001739,746.2071791819415,782.9025186540705,778.3548777144517,775.7066046337454,650.413956024431,868.3090429591188,879.3346285372679
ENSMUSG00000001741,300.8780627968859,327.5426222535392,305.40300879402264,334.3764346447046,258.11624970599416,334.7926488035916,315.3460695679182
ENSMUSG00000001750,666.5718917374078,623.612633009863,641.8281535274886,615.0300994086624,490.32298420631014,683.2441657741552,604.0302680798458
ENSMUSG00000001751,2174.392004584234,1998.3020595711746,2032.9532743781317,1818.7524535315079,1467.4751617631987,1831.803120750529,1982.7322576569961
ENSMUSG00000001755,5307.082999817641,4869.368061710542,5397.842183893283,4554.1191671202,4669.4427588133785,4884.191283814262,5852.893997293482
ENSMUSG00000001761,3815.69203819202,3483.845420574052,3486.532974551388,3192.495960325616,2783.360258384446,3237.410122859586,3189.240879232746
ENSMUSG00000001763,1595.4757232778502,1438.1620283506895,1564.2675572612688,1209.4156420414834,1045.0686322459717,1298.797438034796,1331.2604956982232
ENSMUSG00000001767,1430.023585495537,1468.3762603360342,1432.209031417892,1758.1137935534439,1864.5178336219462,1529.219677101638,1665.8341152343498
ENSMUSG00000001768,3577.7755794877903,3525.7202111933884,3705.716435438524,3617.244755707404,3563.630735231474,3452.790016862182,3775.323989020758
ENSMUSG00000001773,7962.222405350767,6974.66993723323,6839.674745496622,9209.639828891872,10214.88180450918,6296.504736880432,8988.372123723164
